Num,Minute,DateType,Unnamed: 0,0
250.0,36.0,1.0,,
172.0,37.0,1.0,,
132.0,38.0,1.0,,
103.0,39.0,1.0,,
87.0,40.0,1.0,,
78.0,41.0,1.0,,
71.0,42.0,1.0,,
61.0,43.0,1.0,,
68.0,44.0,1.0,,
55.0,45.0,1.0,,
54.0,46.0,1.0,,
74.0,47.0,1.0,,
58.0,48.0,1.0,,
69.0,49.0,1.0,,
76.0,50.0,1.0,,
78.0,51.0,1.0,,
71.0,52.0,1.0,,
63.0,53.0,1.0,,
57.0,54.0,1.0,,
85.0,55.0,1.0,,
67.0,56.0,1.0,,
73.0,57.0,1.0,,
88.0,58.0,1.0,,
61.0,59.0,1.0,,
89.0,60.0,1.0,,
87.0,61.0,1.0,,
74.0,62.0,1.0,,
103.0,63.0,1.0,,
108.0,64.0,1.0,,
96.0,65.0,1.0,,
108.0,66.0,1.0,,
93.0,67.0,1.0,,
156.0,68.0,1.0,,
166.0,69.0,1.0,,
296.0,70.0,1.0,,
354.0,71.0,1.0,,
371.0,72.0,1.0,,
308.0,73.0,1.0,,
273.0,74.0,1.0,,
205.0,75.0,1.0,,
194.0,76.0,1.0,,
157.0,77.0,1.0,,
154.0,78.0,1.0,,
136.0,79.0,1.0,,
124.0,80.0,1.0,,
105.0,81.0,1.0,,
138.0,82.0,1.0,,
119.0,83.0,1.0,,
132.0,84.0,1.0,,
92.0,85.0,1.0,,
128.0,86.0,1.0,,
97.0,87.0,1.0,,
73.0,88.0,1.0,,
119.0,89.0,1.0,,
67.0,90.0,1.0,,
43.0,91.0,1.0,,
29.0,92.0,1.0,,
14.0,93.0,1.0,,
5.0,94.0,1.0,,
2.0,95.0,1.0,,
2.0,0.0,1.0,,
1.0,1.0,1.0,,
0.0,2.0,1.0,,
0.0,3.0,1.0,,
0.0,4.0,1.0,,
2.0,5.0,1.0,,
0.0,6.0,1.0,,
0.0,7.0,1.0,,
0.0,8.0,1.0,,
0.0,9.0,1.0,,
0.0,10.0,1.0,,
0.0,11.0,1.0,,
0.0,12.0,1.0,,
0.0,13.0,1.0,,
0.0,14.0,1.0,,
0.0,15.0,1.0,,
0.0,16.0,1.0,,
1.0,17.0,1.0,,
1.0,18.0,1.0,,
0.0,19.0,1.0,,
0.0,20.0,1.0,,
0.0,21.0,1.0,,
3.0,22.0,1.0,,
3.0,23.0,1.0,,
5.0,24.0,1.0,,
11.0,25.0,1.0,,
27.0,26.0,1.0,,
26.0,27.0,1.0,,
27.0,28.0,1.0,,
59.0,29.0,1.0,,
79.0,30.0,1.0,,
115.0,31.0,1.0,,
198.0,32.0,1.0,,
183.0,33.0,1.0,,
220.0,34.0,1.0,,
159.0,35.0,1.0,,
132.0,36.0,1.0,,
120.0,37.0,1.0,,
105.0,38.0,1.0,,
95.0,39.0,1.0,,
103.0,40.0,1.0,,
84.0,41.0,1.0,,
86.0,42.0,1.0,,
91.0,43.0,1.0,,
102.0,44.0,1.0,,
87.0,45.0,1.0,,
109.0,46.0,1.0,,
84.0,47.0,1.0,,
102.0,48.0,1.0,,
100.0,49.0,1.0,,
102.0,50.0,1.0,,
94.0,51.0,1.0,,
76.0,52.0,1.0,,
133.0,53.0,1.0,,
122.0,54.0,1.0,,
82.0,55.0,1.0,,
128.0,56.0,1.0,,
120.0,57.0,1.0,,
127.0,58.0,1.0,,
94.0,59.0,1.0,,
91.0,60.0,1.0,,
118.0,61.0,1.0,,
116.0,62.0,1.0,,
108.0,63.0,1.0,,
85.0,64.0,1.0,,
146.0,65.0,1.0,,
146.0,66.0,1.0,,
154.0,67.0,1.0,,
150.0,68.0,1.0,,
161.0,69.0,1.0,,
198.0,70.0,1.0,,
168.0,71.0,1.0,,
177.0,72.0,1.0,,
167.0,73.0,1.0,,
161.0,74.0,1.0,,
103.0,75.0,1.0,,
114.0,76.0,1.0,,
108.0,77.0,1.0,,
116.0,78.0,1.0,,
87.0,79.0,1.0,,
101.0,80.0,1.0,,
121.0,81.0,1.0,,
126.0,82.0,1.0,,
100.0,83.0,1.0,,
114.0,84.0,1.0,,
119.0,85.0,1.0,,
113.0,86.0,1.0,,
71.0,87.0,1.0,,
81.0,88.0,1.0,,
103.0,89.0,1.0,,
65.0,90.0,1.0,,
54.0,91.0,1.0,,
15.0,92.0,1.0,,
14.0,93.0,1.0,,
7.0,94.0,1.0,,
0.0,95.0,1.0,,
2.0,0.0,1.0,,
3.0,1.0,1.0,,
0.0,2.0,1.0,,
2.0,3.0,1.0,,
0.0,4.0,1.0,,
0.0,5.0,1.0,,
0.0,6.0,1.0,,
0.0,7.0,1.0,,
3.0,8.0,1.0,,
2.0,9.0,1.0,,
0.0,10.0,1.0,,
0.0,11.0,1.0,,
0.0,12.0,1.0,,
1.0,13.0,1.0,,
0.0,14.0,1.0,,
0.0,15.0,1.0,,
0.0,16.0,1.0,,
1.0,17.0,1.0,,
1.0,18.0,1.0,,
0.0,19.0,1.0,,
0.0,20.0,1.0,,
0.0,21.0,1.0,,
3.0,22.0,1.0,,
2.0,23.0,1.0,,
5.0,24.0,1.0,,
13.0,25.0,1.0,,
19.0,26.0,1.0,,
10.0,27.0,1.0,,
33.0,28.0,1.0,,
54.0,29.0,1.0,,
62.0,30.0,1.0,,
70.0,31.0,1.0,,
127.0,32.0,1.0,,
136.0,33.0,1.0,,
119.0,34.0,1.0,,
120.0,35.0,1.0,,
92.0,36.0,1.0,,
115.0,37.0,1.0,,
103.0,38.0,1.0,,
91.0,39.0,1.0,,
111.0,40.0,1.0,,
126.0,41.0,1.0,,
105.0,42.0,1.0,,
87.0,43.0,1.0,,
83.0,44.0,1.0,,
86.0,45.0,1.0,,
95.0,46.0,1.0,,
78.0,47.0,1.0,,
105.0,48.0,1.0,,
118.0,49.0,1.0,,
133.0,50.0,1.0,,
125.0,51.0,1.0,,
101.0,52.0,1.0,,
87.0,53.0,1.0,,
95.0,54.0,1.0,,
96.0,55.0,1.0,,
79.0,56.0,1.0,,
107.0,57.0,1.0,,
99.0,58.0,1.0,,
87.0,59.0,1.0,,
119.0,60.0,1.0,,
138.0,61.0,1.0,,
122.0,62.0,1.0,,
116.0,63.0,1.0,,
112.0,64.0,1.0,,
132.0,65.0,1.0,,
127.0,66.0,1.0,,
106.0,67.0,1.0,,
128.0,68.0,1.0,,
151.0,69.0,1.0,,
126.0,70.0,1.0,,
130.0,71.0,1.0,,
120.0,72.0,1.0,,
151.0,73.0,1.0,,
101.0,74.0,1.0,,
122.0,75.0,1.0,,
82.0,76.0,1.0,,
98.0,77.0,1.0,,
97.0,78.0,1.0,,
106.0,79.0,1.0,,
89.0,80.0,1.0,,
95.0,81.0,1.0,,
102.0,82.0,1.0,,
75.0,83.0,1.0,,
110.0,84.0,1.0,,
89.0,85.0,1.0,,
84.0,86.0,1.0,,
62.0,87.0,1.0,,
41.0,88.0,1.0,,
65.0,89.0,1.0,,
54.0,90.0,1.0,,
52.0,91.0,1.0,,
16.0,92.0,1.0,,
12.0,93.0,1.0,,
7.0,94.0,1.0,,
5.0,95.0,1.0,,
0.0,0.0,1.0,,
1.0,1.0,1.0,,
2.0,2.0,1.0,,
2.0,3.0,1.0,,
3.0,4.0,1.0,,
1.0,5.0,1.0,,
0.0,6.0,1.0,,
0.0,7.0,1.0,,
4.0,8.0,1.0,,
0.0,9.0,1.0,,
0.0,10.0,1.0,,
0.0,11.0,1.0,,
0.0,12.0,1.0,,
0.0,13.0,1.0,,
0.0,14.0,1.0,,
0.0,15.0,1.0,,
1.0,16.0,1.0,,
1.0,17.0,1.0,,
2.0,18.0,1.0,,
0.0,19.0,1.0,,
0.0,20.0,1.0,,
0.0,21.0,1.0,,
3.0,22.0,1.0,,
4.0,23.0,1.0,,
8.0,24.0,1.0,,
18.0,25.0,1.0,,
32.0,26.0,1.0,,
58.0,27.0,1.0,,
84.0,28.0,1.0,,
157.0,29.0,1.0,,
219.0,30.0,1.0,,
446.0,31.0,1.0,,
570.0,32.0,1.0,,
591.0,33.0,1.0,,
657.0,34.0,1.0,,
397.0,35.0,1.0,,
198.0,36.0,1.0,,
140.0,37.0,1.0,,
112.0,38.0,1.0,,
97.0,39.0,1.0,,
82.0,40.0,1.0,,
74.0,41.0,1.0,,
84.0,42.0,1.0,,
100.0,43.0,1.0,,
67.0,44.0,1.0,,
77.0,45.0,1.0,,
65.0,46.0,1.0,,
61.0,47.0,1.0,,
66.0,48.0,1.0,,
71.0,49.0,1.0,,
80.0,50.0,1.0,,
62.0,51.0,1.0,,
82.0,52.0,1.0,,
85.0,53.0,1.0,,
75.0,54.0,1.0,,
103.0,55.0,1.0,,
89.0,56.0,1.0,,
71.0,57.0,1.0,,
73.0,58.0,1.0,,
76.0,59.0,1.0,,
68.0,60.0,1.0,,
93.0,61.0,1.0,,
95.0,62.0,1.0,,
93.0,63.0,1.0,,
72.0,64.0,1.0,,
93.0,65.0,1.0,,
127.0,66.0,1.0,,
110.0,67.0,1.0,,
153.0,68.0,1.0,,
188.0,69.0,1.0,,
264.0,70.0,1.0,,
358.0,71.0,1.0,,
311.0,72.0,1.0,,
358.0,73.0,1.0,,
224.0,74.0,1.0,,
232.0,75.0,1.0,,
167.0,76.0,1.0,,
135.0,77.0,1.0,,
117.0,78.0,1.0,,
97.0,79.0,1.0,,
120.0,80.0,1.0,,
129.0,81.0,1.0,,
115.0,82.0,1.0,,
118.0,83.0,1.0,,
117.0,84.0,1.0,,
105.0,85.0,1.0,,
114.0,86.0,1.0,,
87.0,87.0,1.0,,
64.0,88.0,1.0,,
61.0,89.0,1.0,,
52.0,90.0,1.0,,
41.0,91.0,1.0,,
16.0,92.0,1.0,,
18.0,93.0,1.0,,
4.0,94.0,1.0,,
0.0,95.0,1.0,,
0.0,0.0,1.0,,
1.0,1.0,1.0,,
3.0,2.0,1.0,,
2.0,3.0,1.0,,
5.0,4.0,1.0,,
0.0,5.0,1.0,,
1.0,6.0,1.0,,
5.0,7.0,1.0,,
0.0,8.0,1.0,,
3.0,9.0,1.0,,
5.0,10.0,1.0,,
0.0,11.0,1.0,,
0.0,12.0,1.0,,
2.0,13.0,1.0,,
2.0,14.0,1.0,,
6.0,15.0,1.0,,
0.0,16.0,1.0,,
1.0,17.0,1.0,,
0.0,18.0,1.0,,
1.0,19.0,1.0,,
0.0,20.0,1.0,,
0.0,21.0,1.0,,
1.0,22.0,1.0,,
4.0,23.0,1.0,,
14.0,24.0,1.0,,
13.0,25.0,1.0,,
29.0,26.0,1.0,,
49.0,27.0,1.0,,
57.0,28.0,1.0,,
138.0,29.0,1.0,,
242.0,30.0,1.0,,
391.0,31.0,1.0,,
531.0,32.0,1.0,,
581.0,33.0,1.0,,
615.0,34.0,1.0,,
387.0,35.0,1.0,,
287.0,36.0,1.0,,
179.0,37.0,1.0,,
113.0,38.0,1.0,,
106.0,39.0,1.0,,
87.0,40.0,1.0,,
78.0,41.0,1.0,,
66.0,42.0,1.0,,
69.0,43.0,1.0,,
85.0,44.0,1.0,,
55.0,45.0,1.0,,
60.0,46.0,1.0,,
60.0,47.0,1.0,,
64.0,48.0,1.0,,
71.0,49.0,1.0,,
76.0,50.0,1.0,,
51.0,51.0,1.0,,
69.0,52.0,1.0,,
72.0,53.0,1.0,,
83.0,54.0,1.0,,
85.0,55.0,1.0,,
83.0,56.0,1.0,,
57.0,57.0,1.0,,
100.0,58.0,1.0,,
68.0,59.0,1.0,,
86.0,60.0,1.0,,
87.0,61.0,1.0,,
74.0,62.0,1.0,,
113.0,63.0,1.0,,
100.0,64.0,1.0,,
95.0,65.0,1.0,,
84.0,66.0,1.0,,
116.0,67.0,1.0,,
165.0,68.0,1.0,,
199.0,69.0,1.0,,
264.0,70.0,1.0,,
352.0,71.0,1.0,,
366.0,72.0,1.0,,
320.0,73.0,1.0,,
283.0,74.0,1.0,,
215.0,75.0,1.0,,
169.0,76.0,1.0,,
159.0,77.0,1.0,,
122.0,78.0,1.0,,
134.0,79.0,1.0,,
100.0,80.0,1.0,,
126.0,81.0,1.0,,
164.0,82.0,1.0,,
113.0,83.0,1.0,,
115.0,84.0,1.0,,
102.0,85.0,1.0,,
114.0,86.0,1.0,,
76.0,87.0,1.0,,
77.0,88.0,1.0,,
93.0,89.0,1.0,,
49.0,90.0,1.0,,
24.0,91.0,1.0,,
22.0,92.0,1.0,,
10.0,93.0,1.0,,
9.0,94.0,1.0,,
1.0,95.0,1.0,,
,,,0.0,0.0
,,,1.0,0.0
,,,2.0,2.0
,,,3.0,1.0
,,,4.0,3.0
,,,5.0,2.0
,,,6.0,0.0
,,,7.0,0.0
,,,8.0,0.0
,,,9.0,0.0
,,,10.0,1.0
,,,11.0,3.0
,,,12.0,0.0
,,,13.0,0.0
,,,14.0,0.0
,,,15.0,0.0
,,,16.0,0.0
,,,17.0,3.0
,,,18.0,0.0
,,,19.0,0.0
,,,20.0,0.0
,,,21.0,0.0
,,,22.0,1.0
,,,23.0,2.0
,,,24.0,9.0
,,,25.0,12.0
,,,26.0,36.0
,,,27.0,60.0
,,,28.0,77.0
,,,29.0,138.0
,,,30.0,253.0
,,,31.0,388.0
,,,32.0,576.0
,,,33.0,573.0
,,,34.0,622.0
,,,35.0,396.0
,,,36.0,202.0
,,,37.0,172.0
,,,38.0,138.0
,,,39.0,95.0
,,,40.0,73.0
,,,41.0,96.0
,,,42.0,72.0
,,,43.0,89.0
,,,44.0,68.0
,,,45.0,59.0
,,,46.0,71.0
,,,47.0,70.0
,,,48.0,76.0
,,,49.0,66.0
,,,50.0,83.0
,,,51.0,68.0
,,,52.0,95.0
,,,53.0,74.0
,,,54.0,78.0
,,,55.0,81.0
,,,56.0,84.0
,,,57.0,74.0
,,,58.0,87.0
,,,59.0,106.0
,,,60.0,77.0
,,,61.0,93.0
,,,62.0,92.0
,,,63.0,87.0
,,,64.0,84.0
,,,65.0,128.0
,,,66.0,94.0
,,,67.0,117.0
,,,68.0,153.0
,,,69.0,175.0
,,,70.0,279.0
,,,71.0,384.0
,,,72.0,352.0
,,,73.0,318.0
,,,74.0,265.0
,,,75.0,224.0
,,,76.0,158.0
,,,77.0,176.0
,,,78.0,158.0
,,,79.0,136.0
,,,80.0,116.0
,,,81.0,118.0
,,,82.0,152.0
,,,83.0,125.0
,,,84.0,115.0
,,,85.0,146.0
,,,86.0,106.0
,,,87.0,92.0
,,,88.0,73.0
,,,89.0,95.0
,,,90.0,68.0
,,,91.0,37.0
,,,92.0,21.0
,,,93.0,8.0
,,,94.0,7.0
,,,95.0,1.0
4.0,0.0,2.0,,
1.0,1.0,2.0,,
3.0,2.0,2.0,,
9.0,3.0,2.0,,
2.0,4.0,2.0,,
3.0,5.0,2.0,,
1.0,6.0,2.0,,
1.0,7.0,2.0,,
0.0,8.0,2.0,,
2.0,9.0,2.0,,
0.0,10.0,2.0,,
0.0,11.0,2.0,,
0.0,12.0,2.0,,
0.0,13.0,2.0,,
0.0,14.0,2.0,,
0.0,15.0,2.0,,
0.0,16.0,2.0,,
3.0,17.0,2.0,,
2.0,18.0,2.0,,
1.0,19.0,2.0,,
2.0,20.0,2.0,,
0.0,21.0,2.0,,
1.0,22.0,2.0,,
2.0,23.0,2.0,,
12.0,24.0,2.0,,
19.0,25.0,2.0,,
36.0,26.0,2.0,,
57.0,27.0,2.0,,
70.0,28.0,2.0,,
135.0,29.0,2.0,,
268.0,30.0,2.0,,
395.0,31.0,2.0,,
602.0,32.0,2.0,,
571.0,33.0,2.0,,
638.0,34.0,2.0,,
411.0,35.0,2.0,,
193.0,36.0,2.0,,
155.0,37.0,2.0,,
117.0,38.0,2.0,,
85.0,39.0,2.0,,
81.0,40.0,2.0,,
77.0,41.0,2.0,,
104.0,42.0,2.0,,
61.0,43.0,2.0,,
65.0,44.0,2.0,,
62.0,45.0,2.0,,
69.0,46.0,2.0,,
67.0,47.0,2.0,,
72.0,48.0,2.0,,
88.0,49.0,2.0,,
96.0,50.0,2.0,,
88.0,51.0,2.0,,
76.0,52.0,2.0,,
71.0,53.0,2.0,,
72.0,54.0,2.0,,
80.0,55.0,2.0,,
72.0,56.0,2.0,,
90.0,57.0,2.0,,
91.0,58.0,2.0,,
85.0,59.0,2.0,,
75.0,60.0,2.0,,
80.0,61.0,2.0,,
82.0,62.0,2.0,,
99.0,63.0,2.0,,
115.0,64.0,2.0,,
96.0,65.0,2.0,,
114.0,66.0,2.0,,
135.0,67.0,2.0,,
149.0,68.0,2.0,,
162.0,69.0,2.0,,
300.0,70.0,2.0,,
320.0,71.0,2.0,,
384.0,72.0,2.0,,
360.0,73.0,2.0,,
289.0,74.0,2.0,,
185.0,75.0,2.0,,
151.0,76.0,2.0,,
158.0,77.0,2.0,,
146.0,78.0,2.0,,
141.0,79.0,2.0,,
107.0,80.0,2.0,,
129.0,81.0,2.0,,
140.0,82.0,2.0,,
116.0,83.0,2.0,,
135.0,84.0,2.0,,
149.0,85.0,2.0,,
134.0,86.0,2.0,,
86.0,87.0,2.0,,
74.0,88.0,2.0,,
83.0,89.0,2.0,,
44.0,90.0,2.0,,
42.0,91.0,2.0,,
24.0,92.0,2.0,,
5.0,93.0,2.0,,
1.0,94.0,2.0,,
0.0,95.0,2.0,,
0.0,0.0,1.0,,
2.0,1.0,1.0,,
3.0,2.0,1.0,,
0.0,3.0,1.0,,
5.0,4.0,1.0,,
1.0,5.0,1.0,,
1.0,6.0,1.0,,
1.0,7.0,1.0,,
1.0,8.0,1.0,,
0.0,9.0,1.0,,
1.0,10.0,1.0,,
0.0,11.0,1.0,,
1.0,12.0,1.0,,
1.0,13.0,1.0,,
2.0,14.0,1.0,,
1.0,15.0,1.0,,
0.0,16.0,1.0,,
1.0,17.0,1.0,,
1.0,18.0,1.0,,
2.0,19.0,1.0,,
0.0,20.0,1.0,,
0.0,21.0,1.0,,
1.0,22.0,1.0,,
1.0,23.0,1.0,,
14.0,24.0,1.0,,
18.0,25.0,1.0,,
32.0,26.0,1.0,,
54.0,27.0,1.0,,
65.0,28.0,1.0,,
138.0,29.0,1.0,,
243.0,30.0,1.0,,
377.0,31.0,1.0,,
590.0,32.0,1.0,,
551.0,33.0,1.0,,
626.0,34.0,1.0,,
399.0,35.0,1.0,,
241.0,36.0,1.0,,
161.0,37.0,1.0,,
128.0,38.0,1.0,,
95.0,39.0,1.0,,
89.0,40.0,1.0,,
88.0,41.0,1.0,,
94.0,42.0,1.0,,
76.0,43.0,1.0,,
82.0,44.0,1.0,,
63.0,45.0,1.0,,
62.0,46.0,1.0,,
67.0,47.0,1.0,,
66.0,48.0,1.0,,
92.0,49.0,1.0,,
75.0,50.0,1.0,,
85.0,51.0,1.0,,
87.0,52.0,1.0,,
74.0,53.0,1.0,,
81.0,54.0,1.0,,
76.0,55.0,1.0,,
99.0,56.0,1.0,,
103.0,57.0,1.0,,
75.0,58.0,1.0,,
71.0,59.0,1.0,,
81.0,60.0,1.0,,
79.0,61.0,1.0,,
102.0,62.0,1.0,,
96.0,63.0,1.0,,
115.0,64.0,1.0,,
112.0,65.0,1.0,,
113.0,66.0,1.0,,
139.0,67.0,1.0,,
137.0,68.0,1.0,,
217.0,69.0,1.0,,
295.0,70.0,1.0,,
349.0,71.0,1.0,,
344.0,72.0,1.0,,
320.0,73.0,1.0,,
307.0,74.0,1.0,,
219.0,75.0,1.0,,
204.0,76.0,1.0,,
128.0,77.0,1.0,,
151.0,78.0,1.0,,
142.0,79.0,1.0,,
102.0,80.0,1.0,,
129.0,81.0,1.0,,
136.0,82.0,1.0,,
183.0,83.0,1.0,,
117.0,84.0,1.0,,
156.0,85.0,1.0,,
150.0,86.0,1.0,,
102.0,87.0,1.0,,
106.0,88.0,1.0,,
133.0,89.0,1.0,,
102.0,90.0,1.0,,
70.0,91.0,1.0,,
39.0,92.0,1.0,,
15.0,93.0,1.0,,
5.0,94.0,1.0,,
2.0,95.0,1.0,,
2.0,0.0,1.0,,
0.0,1.0,1.0,,
2.0,2.0,1.0,,
1.0,3.0,1.0,,
1.0,4.0,1.0,,
0.0,5.0,1.0,,
0.0,6.0,1.0,,
0.0,7.0,1.0,,
0.0,8.0,1.0,,
0.0,9.0,1.0,,
0.0,10.0,1.0,,
3.0,11.0,1.0,,
0.0,12.0,1.0,,
0.0,13.0,1.0,,
0.0,14.0,1.0,,
0.0,15.0,1.0,,
1.0,16.0,1.0,,
3.0,17.0,1.0,,
2.0,18.0,1.0,,
0.0,19.0,1.0,,
0.0,20.0,1.0,,
0.0,21.0,1.0,,
3.0,22.0,1.0,,
1.0,23.0,1.0,,
4.0,24.0,1.0,,
18.0,25.0,1.0,,
11.0,26.0,1.0,,
24.0,27.0,1.0,,
41.0,28.0,1.0,,
55.0,29.0,1.0,,
65.0,30.0,1.0,,
137.0,31.0,1.0,,
223.0,32.0,1.0,,
280.0,33.0,1.0,,
294.0,34.0,1.0,,
243.0,35.0,1.0,,
153.0,36.0,1.0,,
117.0,37.0,1.0,,
114.0,38.0,1.0,,
127.0,39.0,1.0,,
110.0,40.0,1.0,,
109.0,41.0,1.0,,
98.0,42.0,1.0,,
98.0,43.0,1.0,,
86.0,44.0,1.0,,
178.0,45.0,1.0,,
100.0,46.0,1.0,,
92.0,47.0,1.0,,
92.0,48.0,1.0,,
74.0,49.0,1.0,,
111.0,50.0,1.0,,
102.0,51.0,1.0,,
105.0,52.0,1.0,,
92.0,53.0,1.0,,
103.0,54.0,1.0,,
113.0,55.0,1.0,,
100.0,56.0,1.0,,
100.0,57.0,1.0,,
98.0,58.0,1.0,,
85.0,59.0,1.0,,
112.0,60.0,1.0,,
97.0,61.0,1.0,,
116.0,62.0,1.0,,
110.0,63.0,1.0,,
122.0,64.0,1.0,,
163.0,65.0,1.0,,
127.0,66.0,1.0,,
140.0,67.0,1.0,,
146.0,68.0,1.0,,
171.0,69.0,1.0,,
204.0,70.0,1.0,,
212.0,71.0,1.0,,
173.0,72.0,1.0,,
175.0,73.0,1.0,,
154.0,74.0,1.0,,
116.0,75.0,1.0,,
98.0,76.0,1.0,,
108.0,77.0,1.0,,
91.0,78.0,1.0,,
119.0,79.0,1.0,,
119.0,80.0,1.0,,
91.0,81.0,1.0,,
114.0,82.0,1.0,,
98.0,83.0,1.0,,
92.0,84.0,1.0,,
108.0,85.0,1.0,,
95.0,86.0,1.0,,
82.0,87.0,1.0,,
65.0,88.0,1.0,,
80.0,89.0,1.0,,
78.0,90.0,1.0,,
59.0,91.0,1.0,,
22.0,92.0,1.0,,
8.0,93.0,1.0,,
3.0,94.0,1.0,,
0.0,95.0,1.0,,
0.0,0.0,1.0,,
2.0,1.0,1.0,,
2.0,2.0,1.0,,
0.0,3.0,1.0,,
4.0,4.0,1.0,,
2.0,5.0,1.0,,
4.0,6.0,1.0,,
0.0,7.0,1.0,,
0.0,8.0,1.0,,
2.0,9.0,1.0,,
0.0,10.0,1.0,,
0.0,11.0,1.0,,
0.0,12.0,1.0,,
1.0,13.0,1.0,,
2.0,14.0,1.0,,
1.0,15.0,1.0,,
2.0,16.0,1.0,,
1.0,17.0,1.0,,
2.0,18.0,1.0,,
0.0,19.0,1.0,,
0.0,20.0,1.0,,
0.0,21.0,1.0,,
1.0,22.0,1.0,,
7.0,23.0,1.0,,
5.0,24.0,1.0,,
8.0,25.0,1.0,,
21.0,26.0,1.0,,
10.0,27.0,1.0,,
29.0,28.0,1.0,,
60.0,29.0,1.0,,
49.0,30.0,1.0,,
87.0,31.0,1.0,,
114.0,32.0,1.0,,
140.0,33.0,1.0,,
129.0,34.0,1.0,,
92.0,35.0,1.0,,
129.0,36.0,1.0,,
101.0,37.0,1.0,,
118.0,38.0,1.0,,
102.0,39.0,1.0,,
90.0,40.0,1.0,,
84.0,41.0,1.0,,
93.0,42.0,1.0,,
106.0,43.0,1.0,,
86.0,44.0,1.0,,
79.0,45.0,1.0,,
89.0,46.0,1.0,,
117.0,47.0,1.0,,
82.0,48.0,1.0,,
97.0,49.0,1.0,,
117.0,50.0,1.0,,
116.0,51.0,1.0,,
106.0,52.0,1.0,,
82.0,53.0,1.0,,
117.0,54.0,1.0,,
96.0,55.0,1.0,,
142.0,56.0,1.0,,
116.0,57.0,1.0,,
99.0,58.0,1.0,,
114.0,59.0,1.0,,
96.0,60.0,1.0,,
121.0,61.0,1.0,,
105.0,62.0,1.0,,
128.0,63.0,1.0,,
120.0,64.0,1.0,,
116.0,65.0,1.0,,
115.0,66.0,1.0,,
119.0,67.0,1.0,,
105.0,68.0,1.0,,
174.0,69.0,1.0,,
148.0,70.0,1.0,,
117.0,71.0,1.0,,
148.0,72.0,1.0,,
106.0,73.0,1.0,,
144.0,74.0,1.0,,
91.0,75.0,1.0,,
87.0,76.0,1.0,,
97.0,77.0,1.0,,
90.0,78.0,1.0,,
81.0,79.0,1.0,,
87.0,80.0,1.0,,
81.0,81.0,1.0,,
88.0,82.0,1.0,,
88.0,83.0,1.0,,
70.0,84.0,1.0,,
83.0,85.0,1.0,,
98.0,86.0,1.0,,
75.0,87.0,1.0,,
63.0,88.0,1.0,,
79.0,89.0,1.0,,
76.0,90.0,1.0,,
34.0,91.0,1.0,,
10.0,92.0,1.0,,
7.0,93.0,1.0,,
7.0,94.0,1.0,,
4.0,95.0,1.0,,
2.0,0.0,1.0,,
8.0,1.0,1.0,,
7.0,2.0,1.0,,
1.0,3.0,1.0,,
0.0,4.0,1.0,,
0.0,5.0,1.0,,
0.0,6.0,1.0,,
0.0,7.0,1.0,,
0.0,8.0,1.0,,
0.0,9.0,1.0,,
0.0,10.0,1.0,,
0.0,11.0,1.0,,
0.0,12.0,1.0,,
0.0,13.0,1.0,,
0.0,14.0,1.0,,
0.0,15.0,1.0,,
1.0,16.0,1.0,,
0.0,17.0,1.0,,
3.0,18.0,1.0,,
0.0,19.0,1.0,,
0.0,20.0,1.0,,
0.0,21.0,1.0,,
1.0,22.0,1.0,,
6.0,23.0,1.0,,
7.0,24.0,1.0,,
15.0,25.0,1.0,,
28.0,26.0,1.0,,
52.0,27.0,1.0,,
84.0,28.0,1.0,,
145.0,29.0,1.0,,
230.0,30.0,1.0,,
449.0,31.0,1.0,,
598.0,32.0,1.0,,
616.0,33.0,1.0,,
613.0,34.0,1.0,,
372.0,35.0,1.0,,
225.0,36.0,1.0,,
159.0,37.0,1.0,,
102.0,38.0,1.0,,
77.0,39.0,1.0,,
94.0,40.0,1.0,,
101.0,41.0,1.0,,
69.0,42.0,1.0,,
86.0,43.0,1.0,,
77.0,44.0,1.0,,
85.0,45.0,1.0,,
81.0,46.0,1.0,,
76.0,47.0,1.0,,
97.0,48.0,1.0,,
82.0,49.0,1.0,,
64.0,50.0,1.0,,
96.0,51.0,1.0,,
102.0,52.0,1.0,,
89.0,53.0,1.0,,
87.0,54.0,1.0,,
65.0,55.0,1.0,,
87.0,56.0,1.0,,
98.0,57.0,1.0,,
78.0,58.0,1.0,,
92.0,59.0,1.0,,
66.0,60.0,1.0,,
66.0,61.0,1.0,,
115.0,62.0,1.0,,
98.0,63.0,1.0,,
94.0,64.0,1.0,,
111.0,65.0,1.0,,
93.0,66.0,1.0,,
115.0,67.0,1.0,,
160.0,68.0,1.0,,
145.0,69.0,1.0,,
254.0,70.0,1.0,,
375.0,71.0,1.0,,
322.0,72.0,1.0,,
325.0,73.0,1.0,,
278.0,74.0,1.0,,
175.0,75.0,1.0,,
183.0,76.0,1.0,,
161.0,77.0,1.0,,
127.0,78.0,1.0,,
118.0,79.0,1.0,,
119.0,80.0,1.0,,
110.0,81.0,1.0,,
145.0,82.0,1.0,,
116.0,83.0,1.0,,
141.0,84.0,1.0,,
94.0,85.0,1.0,,
80.0,86.0,1.0,,
107.0,87.0,1.0,,
88.0,88.0,1.0,,
81.0,89.0,1.0,,
68.0,90.0,1.0,,
34.0,91.0,1.0,,
18.0,92.0,1.0,,
20.0,93.0,1.0,,
6.0,94.0,1.0,,
