Num,Hour,Date,DateType
755,18,2020/6/29,1
419,19,2020/6/29,1
315,20,2020/6/29,1
297,21,2020/6/29,1
131,22,2020/6/29,1
3,23,2020/6/29,1
109,6,2020/6/30,1
577,7,2020/6/30,1
894,8,2020/6/30,1
412,9,2020/6/30,1
254,10,2020/6/30,1
248,11,2020/6/30,1
285,12,2020/6/30,1
300,13,2020/6/30,1
318,14,2020/6/30,1
317,15,2020/6/30,1
386,16,2020/6/30,1
581,17,2020/6/30,1
726,18,2020/6/30,1
366,19,2020/6/30,1
333,20,2020/6/30,1
302,21,2020/6/30,1
114,22,2020/6/30,1
4,23,2020/6/30,1
38,6,2020/7/1,1
185,7,2020/7/1,1
314,8,2020/7/1,1
173,9,2020/7/1,1
132,10,2020/7/1,1
117,11,2020/7/1,1
143,12,2020/7/1,1
162,13,2020/7/1,1
161,14,2020/7/1,1
155,15,2020/7/1,1
200,16,2020/7/1,1
359,17,2020/7/1,1
508,18,2020/7/1,1
241,19,2020/7/1,1
222,20,2020/7/1,1
190,21,2020/7/1,1
76,22,2020/7/1,1
2,23,2020/7/1,1
76,6,2020/7/2,1
387,7,2020/7/2,1
639,8,2020/7/2,1
301,9,2020/7/2,1
216,10,2020/7/2,1
224,11,2020/7/2,1
268,12,2020/7/2,1
280,13,2020/7/2,1
272,14,2020/7/2,1
275,15,2020/7/2,1
275,16,2020/7/2,1
452,17,2020/7/2,1
586,18,2020/7/2,1
313,19,2020/7/2,1
262,20,2020/7/2,1
254,21,2020/7/2,1
106,22,2020/7/2,1
3,23,2020/7/2,1
96,6,2020/7/3,1
421,7,2020/7/3,1
656,8,2020/7/3,1
297,9,2020/7/3,1
227,10,2020/7/3,1
247,11,2020/7/3,1
299,12,2020/7/3,1
283,13,2020/7/3,1
294,14,2020/7/3,1
275,15,2020/7/3,1
346,16,2020/7/3,1
570,17,2020/7/3,1
728,18,2020/7/3,1
388,19,2020/7/3,1
348,20,2020/7/3,1
323,21,2020/7/3,1
143,22,2020/7/3,1
2,23,2020/7/3,1
52,6,2020/7/4,2
216,7,2020/7/4,2
317,8,2020/7/4,2
311,9,2020/7/4,2
265,10,2020/7/4,2
316,11,2020/7/4,2
328,12,2020/7/4,2
336,13,2020/7/4,2
292,14,2020/7/4,2
296,15,2020/7/4,2
346,16,2020/7/4,2
331,17,2020/7/4,2
391,18,2020/7/4,2
291,19,2020/7/4,2
283,20,2020/7/4,2
256,21,2020/7/4,2
107,22,2020/7/4,2
0,23,2020/7/4,2
58,6,2020/7/5,2
166,7,2020/7/5,2
273,8,2020/7/5,2
253,9,2020/7/5,2
244,10,2020/7/5,2
217,11,2020/7/5,2
325,12,2020/7/5,2
310,13,2020/7/5,2
365,14,2020/7/5,2
384,15,2020/7/5,2
350,16,2020/7/5,2
413,17,2020/7/5,2
386,18,2020/7/5,2
300,19,2020/7/5,2
241,20,2020/7/5,2
222,21,2020/7/5,2
100,22,2020/7/5,2
6,23,2020/7/5,2
119,6,2020/7/6,1
514,7,2020/7/6,1
783,8,2020/7/6,1
355,9,2020/7/6,1
255,10,2020/7/6,1
296,11,2020/7/6,1
322,12,2020/7/6,1
327,13,2020/7/6,1
326,14,2020/7/6,1
368,15,2020/7/6,1
342,16,2020/7/6,1
554,17,2020/7/6,1
709,18,2020/7/6,1
380,19,2020/7/6,1
301,20,2020/7/6,1
245,21,2020/7/6,1
101,22,2020/7/6,1
5,23,2020/7/6,1
108,6,2020/7/7,1
481,7,2020/7/7,1
772,8,2020/7/7,1
394,9,2020/7/7,1
254,10,2020/7/7,1
293,11,2020/7/7,1
252,12,2020/7/7,1
308,13,2020/7/7,1
282,14,2020/7/7,1
253,15,2020/7/7,1
312,16,2020/7/7,1
492,17,2020/7/7,1
680,18,2020/7/7,1
348,19,2020/7/7,1
256,20,2020/7/7,1
258,21,2020/7/7,1
123,22,2020/7/7,1
4,23,2020/7/7,1
90,6,2020/7/8,1
458,7,2020/7/8,1
778,8,2020/7/8,1
392,9,2020/7/8,1
306,10,2020/7/8,1
271,11,2020/7/8,1
330,12,2020/7/8,1
346,13,2020/7/8,1
348,14,2020/7/8,1
338,15,2020/7/8,1
376,16,2020/7/8,1
576,17,2020/7/8,1
743,18,2020/7/8,1
393,19,2020/7/8,1
307,20,2020/7/8,1
280,21,2020/7/8,1
134,22,2020/7/8,1
4,23,2020/7/8,1
105,6,2020/7/9,1
475,7,2020/7/9,1
773,8,2020/7/9,1
420,9,2020/7/9,1
315,10,2020/7/9,1
297,11,2020/7/9,1
324,12,2020/7/9,1
330,13,2020/7/9,1
316,14,2020/7/9,1
246,15,2020/7/9,1
338,16,2020/7/9,1
544,17,2020/7/9,1
753,18,2020/7/9,1
369,19,2020/7/9,1
288,20,2020/7/9,1
261,21,2020/7/9,1
146,22,2020/7/9,1
0,23,2020/7/9,1
116,6,2020/7/10,1
497,7,2020/7/10,1
773,8,2020/7/10,1
428,9,2020/7/10,1
293,10,2020/7/10,1
369,11,2020/7/10,1
372,12,2020/7/10,1
329,13,2020/7/10,1
406,14,2020/7/10,1
397,15,2020/7/10,1
342,16,2020/7/10,1
683,17,2020/7/10,1
815,18,2020/7/10,1
491,19,2020/7/10,1
321,20,2020/7/10,1
255,21,2020/7/10,1
131,22,2020/7/10,1
6,23,2020/7/10,1
93,6,2020/7/11,2
212,7,2020/7/11,2
415,8,2020/7/11,2
315,9,2020/7/11,2
302,10,2020/7/11,2
304,11,2020/7/11,2
359,12,2020/7/11,2
357,13,2020/7/11,2
366,14,2020/7/11,2
404,15,2020/7/11,2
443,16,2020/7/11,2
482,17,2020/7/11,2
547,18,2020/7/11,2
319,19,2020/7/11,2
322,20,2020/7/11,2
323,21,2020/7/11,2
162,22,2020/7/11,2
2,23,2020/7/11,2
78,6,2020/7/12,2
202,7,2020/7/12,2
314,8,2020/7/12,2
349,9,2020/7/12,2
294,10,2020/7/12,2
327,11,2020/7/12,2
388,12,2020/7/12,2
450,13,2020/7/12,2
397,14,2020/7/12,2
405,15,2020/7/12,2
416,16,2020/7/12,2
483,17,2020/7/12,2
480,18,2020/7/12,2
386,19,2020/7/12,2
323,20,2020/7/12,2
265,21,2020/7/12,2
119,22,2020/7/12,2
6,23,2020/7/12,2
108,6,2020/7/13,1
521,7,2020/7/13,1
874,8,2020/7/13,1
396,9,2020/7/13,1
285,10,2020/7/13,1
311,11,2020/7/13,1
366,12,2020/7/13,1
391,13,2020/7/13,1
375,14,2020/7/13,1
373,15,2020/7/13,1
377,16,2020/7/13,1
610,17,2020/7/13,1
749,18,2020/7/13,1
377,19,2020/7/13,1
304,20,2020/7/13,1
285,21,2020/7/13,1
128,22,2020/7/13,1
2,23,2020/7/13,1
113,6,2020/7/14,1
556,7,2020/7/14,1
848,8,2020/7/14,1
437,9,2020/7/14,1
303,10,2020/7/14,1
318,11,2020/7/14,1
346,12,2020/7/14,1
329,13,2020/7/14,1
351,14,2020/7/14,1
339,15,2020/7/14,1
396,16,2020/7/14,1
614,17,2020/7/14,1
787,18,2020/7/14,1
442,19,2020/7/14,1
344,20,2020/7/14,1
314,21,2020/7/14,1
144,22,2020/7/14,1
4,23,2020/7/14,1
112,6,2020/7/15,1
513,7,2020/7/15,1
792,8,2020/7/15,1
427,9,2020/7/15,1
283,10,2020/7/15,1
340,11,2020/7/15,1
351,12,2020/7/15,1
367,13,2020/7/15,1
386,14,2020/7/15,1
338,15,2020/7/15,1
404,16,2020/7/15,1
618,17,2020/7/15,1
724,18,2020/7/15,1
438,19,2020/7/15,1
335,20,2020/7/15,1
272,21,2020/7/15,1
145,22,2020/7/15,1
2,23,2020/7/15,1
98,6,2020/7/16,1
525,7,2020/7/16,1
773,8,2020/7/16,1
449,9,2020/7/16,1
315,10,2020/7/16,1
324,11,2020/7/16,1
358,12,2020/7/16,1
405,13,2020/7/16,1
375,14,2020/7/16,1
387,15,2020/7/16,1
412,16,2020/7/16,1
604,17,2020/7/16,1
733,18,2020/7/16,1
392,19,2020/7/16,1
288,20,2020/7/16,1
294,21,2020/7/16,1
127,22,2020/7/16,1
3,23,2020/7/16,1
