Num,Hour,Date,DateType
610,18,2020/4/29,1
276,19,2020/4/29,1
240,20,2020/4/29,1
210,21,2020/4/29,1
115,22,2020/4/29,1
2,23,2020/4/29,1
73,6,2020/4/30,1
407,7,2020/4/30,1
739,8,2020/4/30,1
286,9,2020/4/30,1
207,10,2020/4/30,1
210,11,2020/4/30,1
261,12,2020/4/30,1
269,13,2020/4/30,1
271,14,2020/4/30,1
305,15,2020/4/30,1
379,16,2020/4/30,1
555,17,2020/4/30,1
648,18,2020/4/30,1
401,19,2020/4/30,1
266,20,2020/4/30,1
257,21,2020/4/30,1
131,22,2020/4/30,1
6,23,2020/4/30,1
