Time,DiffConfirmedCount,DateType,InTime,OutTime,origin,destination,Trip
2020-02-03 13,2851.0,1.0,,,,,
2020-02-03 14,2851.0,1.0,,,,,
2020-02-03 15,2851.0,1.0,,,,,
2020-02-03 16,2851.0,1.0,,,,,
2020-02-03 17,2851.0,1.0,,,,,
2020-02-03 18,2851.0,1.0,,,,,
2020-02-03 19,2851.0,1.0,,,,,
2020-02-03 20,2851.0,1.0,,,,,
2020-02-03 21,2851.0,1.0,,,,,
2020-02-03 22,2851.0,1.0,,,,,
2020-02-03 23,2851.0,1.0,,,,,
2020-02-04 06,3189.0,1.0,,,,,
2020-02-04 07,3189.0,1.0,,,,,
2020-02-04 08,3189.0,1.0,,,,,
2020-02-04 09,3189.0,1.0,,,,,
2020-02-04 10,3189.0,1.0,,,,,
2020-02-04 11,3189.0,1.0,,,,,
2020-02-04 12,3189.0,1.0,,,,,
2020-02-04 13,3189.0,1.0,,,,,
2020-02-04 14,3189.0,1.0,,,,,
2020-02-04 15,3189.0,1.0,,,,,
2020-02-04 16,3189.0,1.0,,,,,
2020-02-04 17,3189.0,1.0,,,,,
2020-02-04 18,3189.0,1.0,,,,,
2020-02-04 19,3189.0,1.0,,,,,
2020-02-04 20,3189.0,1.0,,,,,
2020-02-04 21,3189.0,1.0,,,,,
2020-02-04 22,3189.0,1.0,,,,,
2020-02-04 23,3189.0,1.0,,,,,
2020-02-05 06,3904.0,1.0,,,,,
2020-02-05 07,3904.0,1.0,,,,,
2020-02-05 08,3904.0,1.0,,,,,
2020-02-05 09,3904.0,1.0,,,,,
2020-02-05 10,3904.0,1.0,,,,,
2020-02-05 11,3904.0,1.0,,,,,
2020-02-05 12,3904.0,1.0,,,,,
2020-02-05 13,3904.0,1.0,,,,,
2020-02-05 14,3904.0,1.0,,,,,
2020-02-05 15,3904.0,1.0,,,,,
2020-02-05 16,3904.0,1.0,,,,,
2020-02-05 17,3904.0,1.0,,,,,
2020-02-05 18,3904.0,1.0,,,,,
2020-02-05 19,3904.0,1.0,,,,,
2020-02-05 20,3904.0,1.0,,,,,
2020-02-05 21,3904.0,1.0,,,,,
2020-02-05 22,3904.0,1.0,,,,,
2020-02-05 23,3904.0,1.0,,,,,
2020-02-06 06,3704.0,1.0,,,,,
2020-02-06 07,3704.0,1.0,,,,,
2020-02-06 08,3704.0,1.0,,,,,
2020-02-06 09,3704.0,1.0,,,,,
2020-02-06 10,3704.0,1.0,,,,,
2020-02-06 11,3704.0,1.0,,,,,
2020-02-06 12,3704.0,1.0,,,,,
2020-02-06 13,3704.0,1.0,,,,,
2020-02-06 14,3704.0,1.0,,,,,
2020-02-06 15,3704.0,1.0,,,,,
2020-02-06 16,3704.0,1.0,,,,,
2020-02-06 17,3704.0,1.0,,,,,
2020-02-06 18,3704.0,1.0,,,,,
2020-02-06 19,3704.0,1.0,,,,,
2020-02-06 20,3704.0,1.0,,,,,
2020-02-06 21,3704.0,1.0,,,,,
2020-02-06 22,3704.0,1.0,,,,,
2020-02-06 23,3704.0,1.0,,,,,
2020-02-07 06,3126.0,1.0,,,,,
2020-02-07 07,3126.0,1.0,,,,,
2020-02-07 08,3126.0,1.0,,,,,
2020-02-07 09,3126.0,1.0,,,,,
2020-02-07 10,3126.0,1.0,,,,,
2020-02-07 11,3126.0,1.0,,,,,
2020-02-07 12,3126.0,1.0,,,,,
2020-02-07 13,3126.0,1.0,,,,,
2020-02-07 14,3126.0,1.0,,,,,
2020-02-07 15,3126.0,1.0,,,,,
2020-02-07 16,3126.0,1.0,,,,,
2020-02-07 17,3126.0,1.0,,,,,
2020-02-07 18,3126.0,1.0,,,,,
2020-02-07 19,3126.0,1.0,,,,,
2020-02-07 20,3126.0,1.0,,,,,
2020-02-07 21,3126.0,1.0,,,,,
2020-02-07 22,3126.0,1.0,,,,,
2020-02-07 23,3126.0,1.0,,,,,
2020-02-08 06,3409.0,2.0,,,,,
2020-02-08 07,3409.0,2.0,,,,,
2020-02-08 08,3409.0,2.0,,,,,
2020-02-08 09,3409.0,2.0,,,,,
2020-02-08 10,3409.0,2.0,,,,,
2020-02-08 11,3409.0,2.0,,,,,
2020-02-08 12,3409.0,2.0,,,,,
2020-02-08 13,3409.0,2.0,,,,,
2020-02-08 14,3409.0,2.0,,,,,
2020-02-08 15,3409.0,2.0,,,,,
2020-02-08 16,3409.0,2.0,,,,,
2020-02-08 17,3409.0,2.0,,,,,
2020-02-08 18,3409.0,2.0,,,,,
2020-02-08 19,3409.0,2.0,,,,,
2020-02-08 20,3409.0,2.0,,,,,
2020-02-08 21,3409.0,2.0,,,,,
2020-02-08 22,3409.0,2.0,,,,,
2020-02-08 23,3409.0,2.0,,,,,
2020-02-09 06,2616.0,2.0,,,,,
2020-02-09 07,2616.0,2.0,,,,,
2020-02-09 08,2616.0,2.0,,,,,
2020-02-09 09,2616.0,2.0,,,,,
2020-02-09 10,2616.0,2.0,,,,,
2020-02-09 11,2616.0,2.0,,,,,
2020-02-09 12,2616.0,2.0,,,,,
2020-02-09 13,2616.0,2.0,,,,,
2020-02-09 14,2616.0,2.0,,,,,
2020-02-09 15,2616.0,2.0,,,,,
2020-02-09 16,2616.0,2.0,,,,,
2020-02-09 17,2616.0,2.0,,,,,
2020-02-09 18,2616.0,2.0,,,,,
2020-02-09 19,2616.0,2.0,,,,,
2020-02-09 20,2616.0,2.0,,,,,
2020-02-09 21,2616.0,2.0,,,,,
2020-02-09 22,2616.0,2.0,,,,,
2020-02-09 23,2616.0,2.0,,,,,
2020-02-10 06,2973.0,1.0,,,,,
2020-02-10 07,2973.0,1.0,,,,,
2020-02-10 08,2973.0,1.0,,,,,
2020-02-10 09,2973.0,1.0,,,,,
2020-02-10 10,2973.0,1.0,,,,,
2020-02-10 11,2973.0,1.0,,,,,
2020-02-10 12,2973.0,1.0,,,,,
2020-02-10 13,2973.0,1.0,,,,,
2020-02-10 14,2973.0,1.0,,,,,
2020-02-10 15,2973.0,1.0,,,,,
2020-02-10 16,2973.0,1.0,,,,,
2020-02-10 17,2973.0,1.0,,,,,
2020-02-10 18,2973.0,1.0,,,,,
2020-02-10 19,2973.0,1.0,,,,,
2020-02-10 20,2973.0,1.0,,,,,
2020-02-10 21,2973.0,1.0,,,,,
2020-02-10 22,2973.0,1.0,,,,,
2020-02-10 23,2973.0,1.0,,,,,
2020-02-11 06,2485.0,1.0,,,,,
2020-02-11 07,2485.0,1.0,,,,,
2020-02-11 08,2485.0,1.0,,,,,
2020-02-11 09,2485.0,1.0,,,,,
2020-02-11 10,2485.0,1.0,,,,,
2020-02-11 11,2485.0,1.0,,,,,
2020-02-11 12,2485.0,1.0,,,,,
2020-02-11 13,2485.0,1.0,,,,,
2020-02-11 14,2485.0,1.0,,,,,
2020-02-11 15,2485.0,1.0,,,,,
2020-02-11 16,2485.0,1.0,,,,,
2020-02-11 17,2485.0,1.0,,,,,
2020-02-11 18,2485.0,1.0,,,,,
2020-02-11 19,2485.0,1.0,,,,,
2020-02-11 20,2485.0,1.0,,,,,
2020-02-11 21,2485.0,1.0,,,,,
2020-02-11 22,2485.0,1.0,,,,,
2020-02-11 23,2485.0,1.0,,,,,
2020-02-12 06,2018.0,1.0,,,,,
2020-02-12 07,2018.0,1.0,,,,,
2020-02-12 08,2018.0,1.0,2020-02-12 08,2020-02-12 08,0.0,1.0,1.0
2020-02-12 09,2018.0,1.0,,,,,
2020-02-12 10,2018.0,1.0,,,,,
2020-02-12 11,2018.0,1.0,,,,,
2020-02-12 12,2018.0,1.0,,,,,
2020-02-12 13,2018.0,1.0,,,,,
2020-02-12 14,2018.0,1.0,,,,,
2020-02-12 15,2018.0,1.0,,,,,
2020-02-12 16,2018.0,1.0,,,,,
2020-02-12 17,2018.0,1.0,2020-02-12 17,2020-02-12 18,1.0,0.0,1.0
2020-02-12 18,2018.0,1.0,,,,,
2020-02-12 19,2018.0,1.0,,,,,
2020-02-12 20,2018.0,1.0,,,,,
2020-02-12 21,2018.0,1.0,,,,,
2020-02-12 22,2018.0,1.0,,,,,
2020-02-12 23,2018.0,1.0,,,,,
2020-02-13 06,3700.0,1.0,,,,,
2020-02-13 07,3700.0,1.0,,,,,
2020-02-13 08,3700.0,1.0,,,,,
2020-02-13 09,3700.0,1.0,,,,,
2020-02-13 10,3700.0,1.0,,,,,
2020-02-13 11,3700.0,1.0,,,,,
2020-02-13 12,3700.0,1.0,,,,,
2020-02-13 13,3700.0,1.0,,,,,
2020-02-13 14,3700.0,1.0,,,,,
2020-02-13 15,3700.0,1.0,,,,,
2020-02-13 16,3700.0,1.0,,,,,
2020-02-13 17,3700.0,1.0,,,,,
2020-02-13 18,3700.0,1.0,,,,,
2020-02-13 19,3700.0,1.0,,,,,
2020-02-13 20,3700.0,1.0,,,,,
2020-02-13 21,3700.0,1.0,,,,,
2020-02-13 22,3700.0,1.0,,,,,
2020-02-13 23,3700.0,1.0,,,,,
2020-02-14 06,3300.0,1.0,,,,,
2020-02-14 07,3300.0,1.0,,,,,
2020-02-14 08,3300.0,1.0,,,,,
2020-02-14 09,3300.0,1.0,,,,,
2020-02-14 10,3300.0,1.0,,,,,
2020-02-14 11,3300.0,1.0,,,,,
2020-02-14 12,3300.0,1.0,,,,,
2020-02-14 13,3300.0,1.0,,,,,
2020-02-14 14,3300.0,1.0,,,,,
2020-02-14 15,3300.0,1.0,,,,,
2020-02-14 16,3300.0,1.0,,,,,
2020-02-14 17,3300.0,1.0,,,,,
2020-02-14 18,3300.0,1.0,,,,,
2020-02-14 19,3300.0,1.0,,,,,
2020-02-14 20,3300.0,1.0,,,,,
2020-02-14 21,3300.0,1.0,,,,,
2020-02-14 22,3300.0,1.0,,,,,
2020-02-14 23,3300.0,1.0,,,,,
2020-02-15 06,2631.0,2.0,,,,,
2020-02-15 07,2631.0,2.0,,,,,
2020-02-15 08,2631.0,2.0,,,,,
2020-02-15 09,2631.0,2.0,,,,,
2020-02-15 10,2631.0,2.0,,,,,
2020-02-15 11,2631.0,2.0,,,,,
2020-02-15 12,2631.0,2.0,,,,,
2020-02-15 13,2631.0,2.0,,,,,
2020-02-15 14,2631.0,2.0,,,,,
2020-02-15 15,2631.0,2.0,,,,,
2020-02-15 16,2631.0,2.0,,,,,
2020-02-15 17,2631.0,2.0,,,,,
2020-02-15 18,2631.0,2.0,,,,,
2020-02-15 19,2631.0,2.0,,,,,
2020-02-15 20,2631.0,2.0,,,,,
2020-02-15 21,2631.0,2.0,,,,,
2020-02-15 22,2631.0,2.0,,,,,
2020-02-15 23,2631.0,2.0,,,,,
2020-02-16 06,2014.0,2.0,,,,,
2020-02-16 07,2014.0,2.0,,,,,
2020-02-16 08,2014.0,2.0,,,,,
2020-02-16 09,2014.0,2.0,,,,,
2020-02-16 10,2014.0,2.0,,,,,
2020-02-16 11,2014.0,2.0,,,,,
2020-02-16 12,2014.0,2.0,,,,,
2020-02-16 13,2014.0,2.0,2020-02-16 13,2020-02-16 13,0.0,2.0,1.0
2020-02-16 14,2014.0,2.0,,,,,
2020-02-16 15,2014.0,2.0,2020-02-16 15,2020-02-16 15,2.0,0.0,1.0
2020-02-16 16,2014.0,2.0,,,,,
2020-02-16 17,2014.0,2.0,,,,,
2020-02-16 18,2014.0,2.0,,,,,
2020-02-16 19,2014.0,2.0,,,,,
2020-02-16 20,2014.0,2.0,,,,,
2020-02-16 21,2014.0,2.0,,,,,
2020-02-16 22,2014.0,2.0,,,,,
2020-02-16 23,2014.0,2.0,,,,,
2020-02-17 06,2049.0,1.0,,,,,
2020-02-17 07,2049.0,1.0,,,,,
2020-02-17 08,2049.0,1.0,,,,,
2020-02-17 09,2049.0,1.0,,,,,
2020-02-17 10,2049.0,1.0,,,,,
2020-02-17 11,2049.0,1.0,,,,,
2020-02-17 12,2049.0,1.0,,,,,
2020-02-17 13,2049.0,1.0,,,,,
2020-02-17 14,2049.0,1.0,,,,,
2020-02-17 15,2049.0,1.0,,,,,
2020-02-17 16,2049.0,1.0,,,,,
2020-02-17 17,2049.0,1.0,,,,,
2020-02-17 18,2049.0,1.0,,,,,
2020-02-17 19,2049.0,1.0,,,,,
2020-02-17 20,2049.0,1.0,,,,,
2020-02-17 21,2049.0,1.0,,,,,
2020-02-17 22,2049.0,1.0,,,,,
2020-02-17 23,2049.0,1.0,,,,,
2020-02-18 06,1888.0,1.0,,,,,
2020-02-18 07,1888.0,1.0,,,,,
2020-02-18 08,1888.0,1.0,2020-02-18 08,2020-02-18 08,0.0,1.0,1.0
2020-02-18 09,1888.0,1.0,,,,,
2020-02-18 10,1888.0,1.0,,,,,
2020-02-18 11,1888.0,1.0,,,,,
2020-02-18 12,1888.0,1.0,,,,,
2020-02-18 13,1888.0,1.0,,,,,
2020-02-18 14,1888.0,1.0,,,,,
2020-02-18 15,1888.0,1.0,,,,,
2020-02-18 16,1888.0,1.0,,,,,
2020-02-18 17,1888.0,1.0,2020-02-18 17,2020-02-18 18,1.0,0.0,1.0
2020-02-18 18,1888.0,1.0,,,,,
2020-02-18 19,1888.0,1.0,,,,,
2020-02-18 20,1888.0,1.0,,,,,
2020-02-18 21,1888.0,1.0,,,,,
2020-02-18 22,1888.0,1.0,,,,,
2020-02-18 23,1888.0,1.0,,,,,
2020-02-19 06,1752.0,1.0,,,,,
2020-02-19 07,1752.0,1.0,,,,,
2020-02-19 08,1752.0,1.0,,,,,
2020-02-19 09,1752.0,1.0,,,,,
2020-02-19 10,1752.0,1.0,,,,,
2020-02-19 11,1752.0,1.0,,,,,
2020-02-19 12,1752.0,1.0,,,,,
2020-02-19 13,1752.0,1.0,,,,,
2020-02-19 14,1752.0,1.0,,,,,
2020-02-19 15,1752.0,1.0,,,,,
2020-02-19 16,1752.0,1.0,,,,,
2020-02-19 17,1752.0,1.0,,,,,
2020-02-19 18,1752.0,1.0,,,,,
2020-02-19 19,1752.0,1.0,,,,,
2020-02-19 20,1752.0,1.0,,,,,
2020-02-19 21,1752.0,1.0,,,,,
2020-02-19 22,1752.0,1.0,,,,,
2020-02-19 23,1752.0,1.0,,,,,
2020-02-20 06,396.0,1.0,,,,,
2020-02-20 07,396.0,1.0,,,,,
2020-02-20 08,396.0,1.0,2020-02-20 08,2020-02-20 08,0.0,1.0,1.0
2020-02-20 09,396.0,1.0,,,,,
2020-02-20 10,396.0,1.0,,,,,
2020-02-20 11,396.0,1.0,,,,,
2020-02-20 12,396.0,1.0,,,,,
2020-02-20 13,396.0,1.0,,,,,
2020-02-20 14,396.0,1.0,,,,,
2020-02-20 15,396.0,1.0,,,,,
2020-02-20 16,396.0,1.0,,,,,
2020-02-20 17,396.0,1.0,2020-02-20 17,2020-02-20 18,1.0,0.0,1.0
2020-02-20 18,396.0,1.0,,,,,
2020-02-20 19,396.0,1.0,,,,,
2020-02-20 20,396.0,1.0,,,,,
2020-02-20 21,396.0,1.0,,,,,
2020-02-20 22,396.0,1.0,,,,,
2020-02-20 23,396.0,1.0,,,,,
2020-02-21 06,891.0,1.0,,,,,
2020-02-21 07,891.0,1.0,,,,,
2020-02-21 08,891.0,1.0,2020-02-21 08,2020-02-21 08,0.0,1.0,1.0
2020-02-21 09,891.0,1.0,,,,,
2020-02-21 10,891.0,1.0,,,,,
2020-02-21 11,891.0,1.0,,,,,
2020-02-21 12,891.0,1.0,,,,,
2020-02-21 13,891.0,1.0,,,,,
2020-02-21 14,891.0,1.0,,,,,
2020-02-21 15,891.0,1.0,,,,,
2020-02-21 16,891.0,1.0,,,,,
2020-02-21 17,891.0,1.0,2020-02-21 17,2020-02-21 17,1.0,0.0,1.0
2020-02-21 18,891.0,1.0,,,,,
2020-02-21 19,891.0,1.0,,,,,
2020-02-21 20,891.0,1.0,,,,,
2020-02-21 21,891.0,1.0,,,,,
2020-02-21 22,891.0,1.0,,,,,
2020-02-21 23,891.0,1.0,,,,,
2020-02-22 06,825.0,2.0,,,,,
2020-02-22 07,825.0,2.0,,,,,
2020-02-22 08,825.0,2.0,,,,,
2020-02-22 09,825.0,2.0,,,,,
2020-02-22 10,825.0,2.0,,,,,
2020-02-22 11,825.0,2.0,,,,,
2020-02-22 12,825.0,2.0,,,,,
2020-02-22 13,825.0,2.0,,,,,
2020-02-22 14,825.0,2.0,,,,,
2020-02-22 15,825.0,2.0,,,,,
2020-02-22 16,825.0,2.0,,,,,
2020-02-22 17,825.0,2.0,,,,,
2020-02-22 18,825.0,2.0,,,,,
2020-02-22 19,825.0,2.0,,,,,
2020-02-22 20,825.0,2.0,,,,,
2020-02-22 21,825.0,2.0,,,,,
2020-02-22 22,825.0,2.0,,,,,
2020-02-22 23,825.0,2.0,,,,,
2020-02-23 06,652.0,2.0,,,,,
2020-02-23 07,652.0,2.0,,,,,
2020-02-23 08,652.0,2.0,,,,,
2020-02-23 09,652.0,2.0,,,,,
2020-02-23 10,652.0,2.0,,,,,
2020-02-23 11,652.0,2.0,,,,,
2020-02-23 12,652.0,2.0,,,,,
2020-02-23 13,652.0,2.0,,,,,
2020-02-23 14,652.0,2.0,,,,,
2020-02-23 15,652.0,2.0,,,,,
2020-02-23 16,652.0,2.0,,,,,
2020-02-23 17,652.0,2.0,,,,,
2020-02-23 18,652.0,2.0,,,,,
2020-02-23 19,652.0,2.0,,,,,
2020-02-23 20,652.0,2.0,,,,,
2020-02-23 21,652.0,2.0,,,,,
2020-02-23 22,652.0,2.0,,,,,
2020-02-23 23,652.0,2.0,,,,,
2020-02-24 06,221.0,1.0,,,,,
2020-02-24 07,221.0,1.0,,,,,
2020-02-24 08,221.0,1.0,2020-02-24 08,2020-02-24 08,0.0,1.0,1.0
2020-02-24 09,221.0,1.0,,,,,
2020-02-24 10,221.0,1.0,,,,,
2020-02-24 11,221.0,1.0,,,,,
2020-02-24 12,221.0,1.0,,,,,
2020-02-24 13,221.0,1.0,,,,,
2020-02-24 14,221.0,1.0,,,,,
2020-02-24 15,221.0,1.0,,,,,
2020-02-24 16,221.0,1.0,,,,,
2020-02-24 17,221.0,1.0,2020-02-24 17,2020-02-24 18,1.0,0.0,1.0
2020-02-24 18,221.0,1.0,,,,,
2020-02-24 19,221.0,1.0,,,,,
2020-02-24 20,221.0,1.0,,,,,
2020-02-24 21,221.0,1.0,,,,,
2020-02-24 22,221.0,1.0,,,,,
2020-02-24 23,221.0,1.0,,,,,
2020-02-25 06,516.0,1.0,,,,,
2020-02-25 07,516.0,1.0,,,,,
2020-02-25 08,516.0,1.0,2020-02-25 08,2020-02-25 08,0.0,1.0,1.0
2020-02-25 09,516.0,1.0,,,,,
2020-02-25 10,516.0,1.0,,,,,
2020-02-25 11,516.0,1.0,,,,,
2020-02-25 12,516.0,1.0,,,,,
2020-02-25 13,516.0,1.0,,,,,
2020-02-25 14,516.0,1.0,,,,,
2020-02-25 15,516.0,1.0,,,,,
2020-02-25 16,516.0,1.0,,,,,
2020-02-25 17,516.0,1.0,2020-02-25 17,2020-02-25 18,1.0,0.0,1.0
2020-02-25 18,516.0,1.0,,,,,
2020-02-25 19,516.0,1.0,,,,,
2020-02-25 20,516.0,1.0,,,,,
2020-02-25 21,516.0,1.0,,,,,
2020-02-25 22,516.0,1.0,,,,,
2020-02-25 23,516.0,1.0,,,,,
2020-02-26 06,411.0,1.0,,,,,
2020-02-26 07,411.0,1.0,,,,,
2020-02-26 08,411.0,1.0,2020-02-26 08,2020-02-26 08,0.0,1.0,1.0
2020-02-26 09,411.0,1.0,,,,,
2020-02-26 10,411.0,1.0,,,,,
2020-02-26 11,411.0,1.0,,,,,
2020-02-26 12,411.0,1.0,,,,,
2020-02-26 13,411.0,1.0,,,,,
2020-02-26 14,411.0,1.0,,,,,
2020-02-26 15,411.0,1.0,,,,,
2020-02-26 16,411.0,1.0,,,,,
2020-02-26 17,411.0,1.0,2020-02-26 17,2020-02-26 18,1.0,0.0,1.0
2020-02-26 18,411.0,1.0,,,,,
2020-02-26 19,411.0,1.0,,,,,
2020-02-26 20,411.0,1.0,,,,,
2020-02-26 21,411.0,1.0,,,,,
2020-02-26 22,411.0,1.0,,,,,
2020-02-26 23,411.0,1.0,,,,,
2020-02-27 06,435.0,1.0,,,,,
2020-02-27 07,435.0,1.0,,,,,
2020-02-27 08,435.0,1.0,2020-02-27 08,2020-02-27 09,0.0,1.0,1.0
2020-02-27 09,435.0,1.0,,,,,
2020-02-27 10,435.0,1.0,,,,,
2020-02-27 11,435.0,1.0,,,,,
2020-02-27 12,435.0,1.0,,,,,
2020-02-27 13,435.0,1.0,,,,,
2020-02-27 14,435.0,1.0,,,,,
2020-02-27 15,435.0,1.0,,,,,
2020-02-27 16,435.0,1.0,,,,,
2020-02-27 17,435.0,1.0,,,,,
2020-02-27 18,435.0,1.0,,,,,
2020-02-27 19,435.0,1.0,,,,,
2020-02-27 20,435.0,1.0,2020-02-27 20,2020-02-27 21,1.0,0.0,1.0
2020-02-27 21,435.0,1.0,,,,,
2020-02-27 22,435.0,1.0,,,,,
2020-02-27 23,435.0,1.0,,,,,
2020-02-28 06,331.0,1.0,,,,,
2020-02-28 07,331.0,1.0,,,,,
2020-02-28 08,331.0,1.0,2020-02-28 08,2020-02-28 09,0.0,1.0,1.0
2020-02-28 09,331.0,1.0,,,,,
2020-02-28 10,331.0,1.0,,,,,
2020-02-28 11,331.0,1.0,,,,,
2020-02-28 12,331.0,1.0,,,,,
2020-02-28 13,331.0,1.0,,,,,
2020-02-28 14,331.0,1.0,,,,,
2020-02-28 15,331.0,1.0,,,,,
2020-02-28 16,331.0,1.0,,,,,
2020-02-28 17,331.0,1.0,,,,,
2020-02-28 18,331.0,1.0,2020-02-28 18,2020-02-28 19,1.0,0.0,1.0
2020-02-28 19,331.0,1.0,,,,,
2020-02-28 20,331.0,1.0,,,,,
2020-02-28 21,331.0,1.0,,,,,
2020-02-28 22,331.0,1.0,,,,,
2020-02-28 23,331.0,1.0,,,,,
2020-02-29 06,432.0,2.0,,,,,
2020-02-29 07,432.0,2.0,,,,,
2020-02-29 08,432.0,2.0,2020-02-29 08,2020-02-29 08,0.0,1.0,1.0
2020-02-29 09,432.0,2.0,,,,,
2020-02-29 10,432.0,2.0,,,,,
2020-02-29 11,432.0,2.0,,,,,
2020-02-29 12,432.0,2.0,,,,,
2020-02-29 13,432.0,2.0,,,,,
2020-02-29 14,432.0,2.0,,,,,
2020-02-29 15,432.0,2.0,,,,,
2020-02-29 16,432.0,2.0,,,,,
2020-02-29 17,432.0,2.0,,,,,
2020-02-29 18,432.0,2.0,,,,,
2020-02-29 19,432.0,2.0,,,,,
2020-02-29 20,432.0,2.0,,,,,
2020-02-29 21,432.0,2.0,,,,,
2020-02-29 22,432.0,2.0,,,,,
2020-02-29 23,432.0,2.0,,,,,
2020-03-01 06,578.0,2.0,,,,,
2020-03-01 07,578.0,2.0,,,,,
2020-03-01 08,578.0,2.0,2020-03-01 08,2020-03-01 08,0.0,1.0,1.0
2020-03-01 09,578.0,2.0,,,,,
2020-03-01 10,578.0,2.0,,,,,
2020-03-01 11,578.0,2.0,,,,,
2020-03-01 12,578.0,2.0,,,,,
2020-03-01 13,578.0,2.0,,,,,
2020-03-01 14,578.0,2.0,,,,,
2020-03-01 15,578.0,2.0,,,,,
2020-03-01 16,578.0,2.0,,,,,
2020-03-01 17,578.0,2.0,,,,,
2020-03-01 18,578.0,2.0,2020-03-01 18,2020-03-01 18,1.0,0.0,1.0
2020-03-01 19,578.0,2.0,,,,,
2020-03-01 20,578.0,2.0,,,,,
2020-03-01 21,578.0,2.0,,,,,
2020-03-01 22,578.0,2.0,,,,,
2020-03-01 23,578.0,2.0,,,,,
2020-03-02 06,203.0,1.0,,,,,
2020-03-02 07,203.0,1.0,,,,,
2020-03-02 08,203.0,1.0,2020-03-02 08,2020-03-02 08,0.0,1.0,1.0
2020-03-02 09,203.0,1.0,,,,,
2020-03-02 10,203.0,1.0,,,,,
2020-03-02 11,203.0,1.0,,,,,
2020-03-02 12,203.0,1.0,,,,,
2020-03-02 13,203.0,1.0,,,,,
2020-03-02 14,203.0,1.0,,,,,
2020-03-02 15,203.0,1.0,,,,,
2020-03-02 16,203.0,1.0,,,,,
2020-03-02 17,203.0,1.0,,,,,
2020-03-02 18,203.0,1.0,2020-03-02 18,2020-03-02 19,1.0,0.0,1.0
2020-03-02 19,203.0,1.0,,,,,
2020-03-02 20,203.0,1.0,,,,,
2020-03-02 21,203.0,1.0,,,,,
2020-03-02 22,203.0,1.0,,,,,
2020-03-02 23,203.0,1.0,,,,,
2020-03-03 06,128.0,1.0,,,,,
2020-03-03 07,128.0,1.0,,,,,
2020-03-03 08,128.0,1.0,2020-03-03 08,2020-03-03 09,0.0,1.0,1.0
2020-03-03 09,128.0,1.0,,,,,
2020-03-03 10,128.0,1.0,,,,,
2020-03-03 11,128.0,1.0,,,,,
2020-03-03 12,128.0,1.0,,,,,
2020-03-03 13,128.0,1.0,,,,,
2020-03-03 14,128.0,1.0,,,,,
2020-03-03 15,128.0,1.0,,,,,
2020-03-03 16,128.0,1.0,,,,,
2020-03-03 17,128.0,1.0,,,,,
2020-03-03 18,128.0,1.0,2020-03-03 18,2020-03-03 19,2.0,0.0,1.0
2020-03-03 19,128.0,1.0,,,,,
2020-03-03 20,128.0,1.0,,,,,
2020-03-03 21,128.0,1.0,,,,,
2020-03-03 22,128.0,1.0,,,,,
2020-03-03 23,128.0,1.0,,,,,
2020-03-04 06,121.0,1.0,,,,,
2020-03-04 07,121.0,1.0,,,,,
2020-03-04 08,121.0,1.0,2020-03-04 08,2020-03-04 08,0.0,1.0,1.0
2020-03-04 09,121.0,1.0,,,,,
2020-03-04 10,121.0,1.0,,,,,
2020-03-04 11,121.0,1.0,,,,,
2020-03-04 12,121.0,1.0,,,,,
2020-03-04 13,121.0,1.0,,,,,
2020-03-04 14,121.0,1.0,,,,,
2020-03-04 15,121.0,1.0,,,,,
2020-03-04 16,121.0,1.0,,,,,
2020-03-04 17,121.0,1.0,,,,,
2020-03-04 18,121.0,1.0,2020-03-04 18,2020-03-04 18,1.0,0.0,1.0
2020-03-04 19,121.0,1.0,,,,,
2020-03-04 20,121.0,1.0,,,,,
2020-03-04 21,121.0,1.0,,,,,
2020-03-04 22,121.0,1.0,,,,,
2020-03-04 23,121.0,1.0,,,,,
2020-03-05 06,157.0,1.0,,,,,
2020-03-05 07,157.0,1.0,2020-03-05 07,2020-03-05 08,0.0,1.0,1.0
2020-03-05 08,157.0,1.0,,,,,
2020-03-05 09,157.0,1.0,,,,,
2020-03-05 10,157.0,1.0,,,,,
2020-03-05 11,157.0,1.0,,,,,
2020-03-05 12,157.0,1.0,,,,,
2020-03-05 13,157.0,1.0,,,,,
2020-03-05 14,157.0,1.0,,,,,
2020-03-05 15,157.0,1.0,,,,,
2020-03-05 16,157.0,1.0,,,,,
2020-03-05 17,157.0,1.0,2020-03-05 17,2020-03-05 18,2.0,0.0,1.0
2020-03-05 18,157.0,1.0,,,,,
2020-03-05 19,157.0,1.0,,,,,
2020-03-05 20,157.0,1.0,,,,,
2020-03-05 21,157.0,1.0,,,,,
2020-03-05 22,157.0,1.0,,,,,
2020-03-05 23,157.0,1.0,,,,,
2020-03-06 06,153.0,1.0,,,,,
2020-03-06 07,153.0,1.0,,,,,
2020-03-06 08,153.0,1.0,2020-03-06 08,2020-03-06 08,0.0,1.0,1.0
2020-03-06 09,153.0,1.0,,,,,
2020-03-06 10,153.0,1.0,,,,,
2020-03-06 11,153.0,1.0,,,,,
2020-03-06 12,153.0,1.0,,,,,
2020-03-06 13,153.0,1.0,,,,,
2020-03-06 14,153.0,1.0,,,,,
2020-03-06 15,153.0,1.0,,,,,
2020-03-06 16,153.0,1.0,,,,,
2020-03-06 17,153.0,1.0,2020-03-06 17,2020-03-06 17,1.0,0.0,1.0
2020-03-06 18,153.0,1.0,,,,,
2020-03-06 19,153.0,1.0,,,,,
